Car_Brand,Car_Name,Year,Mileage_kmpl,Fuel_Type,Transmission,Engine_CC,Horsepower_HP,Battery_Capacity_kWh,Performance_Score,Total_Kilometres,Total_Seats,Car_Price_INR,Selling_Price
Skoda,Slavia,2011,10.9,Electric,Automatic,4000,319.7,60.7,8.1,108295,5,2712894,542578
BMW,5 Series,2016,10.65,Petrol,Manual,3500,254.4,0.0,7.9,49844,4,2010289,739378
BMW,X1,2001,29.86,Diesel,Manual,2100,198.2,0.0,7.3,175441,5,2752254,550450
Mahindra,XUV300,2001,29.2,Diesel,Automatic,800,105.8,0.0,9.1,158041,6,2748110,549622
Skoda,Kushaq,2000,22.84,Electric,Manual,4000,310.7,28.2,10.0,138491,4,971776,194355
MG,Gloster,2023,28.03,Diesel,Automatic,4000,294.0,0.0,8.1,79194,5,1816133,1699654
Mahindra,Scorpio,2012,28.94,Petrol,Automatic,1300,140.8,0.0,7.0,87775,4,2735381,592114
Hyundai,i10,2016,21.83,Hybrid,Automatic,2000,158.8,44.8,8.4,143909,5,1085413,402726
Hyundai,Creta,2021,26.86,CNG,Automatic,3400,265.8,0.0,5.2,107979,6,3493473,2903116
Mercedes,C-Class,2012,25.87,Hybrid,Automatic,3900,288.7,55.8,8.8,37571,7,1765041,1013011
Renault,Triber,2012,20.99,Electric,Automatic,1000,90.6,41.4,7.4,107084,7,2396828,479365
Mahindra,Thar,2024,10.95,Hybrid,Automatic,3300,258.9,21.3,8.5,53444,5,2357244,2201591
MG,Hector,2006,15.36,Electric,Automatic,1400,150.1,59.0,6.5,128850,5,2860387,796008
Maruti,Swift,2023,15.34,Diesel,Automatic,4000,323.8,0.0,7.9,6768,4,2408543,2236849
Hyundai,Creta,2023,13.35,Diesel,Automatic,3500,279.8,0.0,7.4,195064,6,2986596,2634635
Kia,Carens,2007,18.85,Petrol,Manual,2800,245.9,0.0,9.0,110676,6,1598440,319688
Renault,Triber,2021,28.08,Electric,Manual,2400,216.5,74.1,6.0,172749,5,1586202,1353460
Nissan,Magnite,2006,12.45,Electric,Manual,3900,283.0,46.0,9.6,178154,4,2437938,518171
Skoda,Slavia,2024,11.82,Petrol,Automatic,3700,276.9,0.0,7.8,112109,5,1753185,1619408
BMW,X3,2013,17.7,Hybrid,Manual,3600,260.3,73.3,7.3,66453,7,2811841,927918
Maruti,Alto,2017,18.75,CNG,Automatic,2900,220.0,0.0,7.1,197261,7,1887845,1108778
Skoda,Rapid,2024,17.18,Electric,Automatic,2800,245.9,67.7,6.5,6080,5,1864322,1796130
Tata,Safari,2006,15.15,Petrol,Manual,800,112.1,0.0,9.5,46857,5,1704467,340893
Tata,Safari,2015,10.57,Hybrid,Automatic,1000,120.3,20.3,9.4,165775,6,1291453,591463
BMW,X1,2013,20.81,Hybrid,Automatic,1400,127.1,67.5,7.0,189626,7,615681,367639
Hyundai,Verna,2018,29.28,Diesel,Automatic,2600,216.8,0.0,5.3,180938,5,944774,473178
Honda,Jazz,2001,11.44,Electric,Manual,3400,276.5,35.2,10.0,49318,6,2023638,404727
Ford,Aspire,2025,17.76,CNG,Manual,3300,263.5,0.0,5.7,168658,4,3815891,3815891
MG,Gloster,2009,12.1,Diesel,Manual,3700,293.9,0.0,9.8,150155,5,658298,131659
Nissan,Sunny,2000,27.51,CNG,Automatic,900,113.8,0.0,8.4,41529,4,2219120,443824
Toyota,Fortuner,2022,27.91,Petrol,Manual,3700,284.0,0.0,5.0,93156,7,3675513,2973460
Ford,Ecosport,2021,19.85,Diesel,Automatic,2800,213.3,0.0,9.0,10975,7,1674043,1379754
Ford,Figo,2008,12.7,CNG,Automatic,1300,122.1,0.0,9.0,34216,5,675526,135105
Toyota,Fortuner,2001,23.15,CNG,Manual,2200,195.1,0.0,9.8,26189,6,1138152,227630
Nissan,Sunny,2009,21.19,Electric,Automatic,4000,293.3,27.4,7.4,114726,6,3841132,768226
Toyota,Innova,2006,23.51,Electric,Automatic,2000,162.9,69.4,7.2,159953,4,2974339,594867
Skoda,Kushaq,2014,22.35,Hybrid,Manual,3400,253.6,58.2,6.7,34211,7,2617350,1183707
Hyundai,i20,2015,29.51,Diesel,Automatic,4000,319.6,0.0,10.0,154934,6,653689,244888
Renault,Duster,2000,28.95,Hybrid,Automatic,1800,148.4,49.4,6.9,30179,4,3470833,694166
Nissan,Kicks,2023,19.77,Hybrid,Manual,3400,274.5,29.2,8.6,77773,5,712379,629479
Renault,Duster,2011,28.18,Petrol,Automatic,3600,298.8,0.0,7.6,31306,7,864513,402573
Maruti,Alto,2025,18.1,Electric,Automatic,2000,173.3,74.3,5.2,35952,4,2129400,2129400
Renault,Triber,2004,22.77,Electric,Automatic,2800,221.7,37.3,7.6,164336,6,3103626,620725
Ford,Ecosport,2014,27.96,Electric,Manual,2800,215.9,28.7,6.7,47530,7,1613738,851801
Nissan,Magnite,2017,27.01,Hybrid,Manual,1300,117.3,31.6,9.2,55014,6,2210024,801633
Ford,Ecosport,2014,21.09,Electric,Manual,3900,297.0,37.5,5.9,164474,7,3630858,1728647
Nissan,Kicks,2023,20.31,Petrol,Automatic,3000,246.5,0.0,5.3,132871,7,3779410,3312032
Nissan,Magnite,2014,17.83,CNG,Manual,3300,275.2,0.0,7.5,11212,4,619801,131524
Renault,Triber,2007,18.14,Diesel,Automatic,2600,230.3,0.0,5.4,19552,7,1009635,434458
Mercedes,C-Class,2013,20.74,Hybrid,Automatic,3000,230.1,28.2,5.1,166148,4,2006502,401300
MG,Gloster,2014,13.26,Petrol,Automatic,4000,286.9,0.0,7.3,121013,7,3667081,2140788
Honda,WRV,2004,26.72,Diesel,Automatic,1300,134.3,0.0,7.5,89341,5,1915430,383086
Honda,Amaze,2018,24.32,CNG,Automatic,900,95.1,0.0,7.8,41797,4,1797445,1370556
Honda,Amaze,2000,18.29,Electric,Manual,3800,302.3,72.9,8.8,144862,5,3130316,626063
Kia,Carens,2006,23.9,CNG,Automatic,3100,260.7,0.0,7.4,42575,5,2021465,404293
Kia,Carens,2006,26.19,Diesel,Automatic,900,118.8,0.0,7.3,61660,5,639534,127906
MG,Astor,2013,10.17,CNG,Manual,4000,301.9,0.0,5.3,155202,6,3186643,637328
Nissan,Magnite,2003,21.16,Petrol,Automatic,2400,187.2,0.0,6.3,123388,4,2704047,705085
Hyundai,Verna,2020,23.33,Diesel,Manual,3400,275.9,0.0,8.6,15531,4,1018531,681560
Mercedes,E-Class,2009,26.0,CNG,Automatic,1900,153.7,0.0,9.2,93754,6,2390187,556033
Hyundai,Verna,2007,14.89,Diesel,Manual,4000,286.9,0.0,7.9,33294,7,891145,178229
Mercedes,C-Class,2008,11.86,Diesel,Automatic,2900,224.4,0.0,5.8,124944,5,2930893,586178
Honda,WRV,2001,13.13,CNG,Manual,2700,213.2,0.0,6.5,26614,6,2777578,555515
BMW,5 Series,2010,11.68,Diesel,Manual,1500,129.6,0.0,6.5,9323,7,2828452,565690
MG,Astor,2006,11.48,CNG,Manual,4000,325.1,0.0,9.9,73504,4,2715006,1004954
BMW,5 Series,2012,12.91,Hybrid,Manual,4000,302.3,24.3,6.9,61794,7,3139563,1844045
Ford,Ecosport,2010,20.61,Petrol,Manual,1800,161.9,0.0,5.7,24130,4,1462356,723832
BMW,3 Series,2007,22.51,Diesel,Automatic,2700,210.5,0.0,8.0,144591,5,2705915,541183
Nissan,Magnite,2014,23.83,Petrol,Automatic,2500,222.0,0.0,9.6,96298,4,1036789,207357
Mercedes,A-Class,2018,26.79,Diesel,Automatic,3000,230.4,0.0,8.1,104867,4,2376516,1553244
Nissan,Sunny,2005,18.07,Diesel,Automatic,1400,125.6,0.0,8.0,41038,4,1416074,283214
Hyundai,Creta,2006,23.7,Hybrid,Automatic,3600,283.3,48.2,7.5,7764,5,1708290,341658
Mercedes,C-Class,2016,28.37,Hybrid,Automatic,3900,291.2,49.8,6.3,154085,6,995870,501180
Mahindra,XUV300,2005,10.29,Electric,Manual,1300,121.0,63.7,5.7,47206,4,1397309,480129
Renault,Kwid,2008,17.27,CNG,Manual,1100,107.9,0.0,7.1,22496,5,2204301,440860
Toyota,Innova,2003,28.97,Hybrid,Manual,1800,179.2,59.0,9.2,113282,4,491655,98331
Tata,Harrier,2007,24.25,Diesel,Manual,3000,239.6,0.0,7.6,58903,7,1856514,371302
Mercedes,GLA,2006,24.1,Petrol,Manual,900,107.9,0.0,6.9,151156,5,517928,103585
Ford,Figo,2019,28.41,CNG,Automatic,800,89.8,0.0,5.1,163654,4,3313438,1876318
Kia,Seltos,2012,13.25,Hybrid,Manual,1600,157.7,47.9,7.7,144909,7,3317655,663531
Maruti,Swift,2013,11.33,Petrol,Manual,1700,133.7,0.0,8.3,147984,6,3781737,1507546
BMW,X3,2009,28.48,Diesel,Automatic,2800,241.1,0.0,7.6,194688,6,3149443,629888
Mercedes,E-Class,2002,27.38,Petrol,Manual,3400,278.5,0.0,8.0,138654,6,2205729,441145
Honda,Amaze,2011,23.51,CNG,Manual,1400,150.1,0.0,7.3,174752,6,3722334,2151042
Tata,Tiago,2017,28.62,Diesel,Manual,1300,107.7,0.0,9.8,43571,4,3017354,1588151
MG,Gloster,2015,19.76,Petrol,Manual,2100,167.0,0.0,6.6,18567,4,3776205,1809897
Ford,Aspire,2022,16.44,Diesel,Manual,2500,216.3,0.0,6.6,7948,6,1297729,1118134
Toyota,Yaris,2013,29.11,Diesel,Manual,2300,210.4,0.0,5.0,160203,4,2140128,1224125
Mercedes,C-Class,2008,12.35,Petrol,Manual,900,90.6,0.0,7.3,8293,5,3646680,729336
Hyundai,i10,2016,11.95,Diesel,Automatic,3500,264.6,0.0,9.6,28542,6,2248902,1581452
Tata,Safari,2019,23.68,Hybrid,Manual,2500,214.1,71.2,9.2,83249,6,1866343,1398785
Skoda,Rapid,2025,29.39,CNG,Automatic,3100,243.8,0.0,5.4,45196,5,792064,792064
BMW,3 Series,2008,28.91,Hybrid,Manual,2000,174.6,73.7,5.9,124004,7,2703725,540745
Skoda,Rapid,2005,26.73,Hybrid,Manual,2800,215.8,58.0,5.4,169910,7,3422838,684567
Mercedes,GLA,2022,29.03,Hybrid,Manual,1100,120.3,63.6,6.9,61882,7,1292152,1161254
Skoda,Kushaq,2011,11.14,Hybrid,Manual,3000,228.3,34.6,7.7,194381,7,2328336,465667
Maruti,Alto,2010,25.63,CNG,Automatic,1300,136.8,0.0,5.3,85799,6,1763958,943400
Mahindra,Thar,2022,25.67,CNG,Automatic,3200,249.2,0.0,7.0,123487,5,2270921,2034952
Mahindra,XUV700,2013,17.05,Electric,Automatic,1600,162.8,45.7,5.7,159266,5,1390848,278169
BMW,5 Series,2018,26.58,Electric,Manual,1000,125.1,55.3,5.9,57135,5,514455,231831
Toyota,Glanza,2009,22.41,Petrol,Manual,3900,282.8,0.0,8.7,155564,6,1600017,601099
Honda,City,2016,16.74,Electric,Automatic,2600,209.0,72.3,7.9,90144,6,532712,153235
Ford,Aspire,2021,12.18,Diesel,Automatic,1700,162.9,0.0,7.9,131638,7,3862051,2890111
Skoda,Slavia,2001,23.9,Diesel,Manual,4000,304.2,0.0,5.1,89059,7,3027486,605497
Kia,Seltos,2020,29.06,Petrol,Manual,1800,149.3,0.0,9.3,59039,5,1078633,766877
MG,Hector,2013,17.4,Electric,Automatic,1100,98.2,56.1,9.3,73585,5,2804886,776062
BMW,X3,2011,20.04,CNG,Automatic,1400,146.4,0.0,7.9,49910,6,1528106,335985
Toyota,Yaris,2018,19.17,Electric,Automatic,2900,224.1,72.5,9.9,8987,7,1479729,1123559
Hyundai,i10,2022,24.43,Electric,Automatic,3400,269.5,62.2,6.0,55845,6,1981752,1515648
MG,Astor,2009,24.41,CNG,Automatic,1700,167.9,0.0,6.6,87842,6,2982084,1072844
Maruti,Baleno,2003,10.8,Hybrid,Manual,4000,301.5,22.4,9.4,192634,5,2013013,402602
Maruti,WagonR,2000,26.95,Petrol,Manual,900,99.1,0.0,6.0,54452,6,3840752,768150
Honda,WRV,2015,15.97,CNG,Automatic,3600,262.1,0.0,7.1,106887,5,774857,256104
Mahindra,Bolero,2020,12.99,CNG,Manual,1600,133.0,0.0,5.8,72330,5,2284436,1740604
Ford,Figo,2018,15.65,Petrol,Automatic,1500,149.3,0.0,9.4,182076,7,3557347,2296101
Skoda,Rapid,2004,28.45,Hybrid,Automatic,1300,122.3,76.5,9.6,169419,7,726815,145363
MG,Gloster,2024,26.3,CNG,Manual,1100,126.3,0.0,7.7,171012,7,3558375,3279697
Mercedes,C-Class,2015,10.68,Petrol,Manual,1400,117.0,0.0,7.2,21346,4,3358038,1794873
Ford,Ecosport,2022,27.63,Diesel,Automatic,1700,149.1,0.0,6.0,122887,7,2905331,2488444
Toyota,Fortuner,2021,17.67,Petrol,Manual,2600,208.5,0.0,10.0,23364,5,1546108,1262852
BMW,5 Series,2007,25.83,Electric,Manual,1400,140.0,22.7,5.8,82936,7,3344273,668854
MG,Astor,2002,18.64,CNG,Manual,2100,163.0,0.0,5.2,60209,7,3855794,771158
Ford,Figo,2009,23.33,CNG,Manual,1000,110.9,0.0,6.1,177984,5,2296331,459266
Skoda,Slavia,2000,27.83,CNG,Manual,3700,282.0,0.0,8.5,173105,5,3943791,788758
Tata,Altroz,2005,13.49,Petrol,Automatic,800,91.2,0.0,6.4,103385,7,3844872,855540
Tata,Safari,2019,16.87,Electric,Automatic,3600,263.1,27.8,9.4,61986,4,1646731,1134235
Maruti,Baleno,2017,29.41,CNG,Manual,1900,161.6,0.0,7.6,160023,6,1241915,481675
Nissan,Sunny,2017,26.84,Hybrid,Manual,3800,292.9,39.0,7.4,161003,4,3482726,1264232
Tata,Altroz,2007,20.83,CNG,Automatic,3500,269.2,0.0,9.2,46035,7,2489635,497927
Honda,City,2021,14.43,Petrol,Automatic,3600,297.9,0.0,8.8,132021,4,439478,377781
Ford,Figo,2008,23.24,Hybrid,Manual,1500,142.5,30.4,6.3,80829,6,2468960,493792
Hyundai,i20,2020,15.98,CNG,Automatic,1200,119.7,0.0,8.1,184750,6,3529323,2813355
Honda,Jazz,2004,19.5,Diesel,Automatic,3700,286.9,0.0,8.2,190793,4,1298006,259601
Kia,Sonet,2015,15.57,Hybrid,Manual,2200,175.9,20.2,8.7,64451,7,3496974,1412249
Maruti,WagonR,2017,23.79,Diesel,Automatic,4000,310.0,0.0,9.5,26138,7,1106523,522711
Honda,City,2001,22.11,Diesel,Automatic,2100,166.4,0.0,6.7,11643,5,3208815,641763
Nissan,Kicks,2009,29.31,Petrol,Automatic,1700,156.7,0.0,7.8,180201,4,3622298,724459
Tata,Altroz,2020,15.65,Diesel,Automatic,1700,170.2,0.0,9.2,28366,4,1299233,1025703
Skoda,Kushaq,2004,11.58,CNG,Manual,3100,236.0,0.0,9.6,38751,6,3796641,759328
Renault,Kwid,2025,13.27,CNG,Automatic,1500,123.7,0.0,7.2,13511,5,2113652,2113652
Mahindra,Scorpio,2015,26.85,Electric,Automatic,2100,170.9,55.8,5.4,179772,4,3707739,1798036
MG,Hector,2010,27.36,Petrol,Automatic,4000,312.4,0.0,8.8,38322,5,3889770,777954
Hyundai,Venue,2001,29.58,CNG,Automatic,2700,238.2,0.0,8.4,60574,4,1289879,358333
Nissan,Kicks,2018,21.63,Hybrid,Automatic,3200,272.0,65.0,6.3,57876,6,3689697,2246846
Hyundai,Creta,2011,26.48,Hybrid,Manual,1500,135.8,22.3,5.0,155547,6,1053926,382547
Kia,Carens,2015,13.18,CNG,Manual,4000,292.0,0.0,7.9,39228,7,3753981,2171453
Maruti,Dzire,2023,24.01,Hybrid,Manual,1600,152.4,63.0,7.7,25118,7,3289185,3070189
Toyota,Fortuner,2016,22.95,Diesel,Automatic,900,96.7,0.0,8.1,190139,6,1116032,444879
Hyundai,Verna,2021,23.01,Diesel,Manual,1200,129.8,0.0,9.9,121836,6,3544091,2975658
Skoda,Rapid,2000,22.03,Electric,Manual,3600,262.9,54.9,6.2,18194,7,2463245,511703
Mercedes,A-Class,2011,28.85,Petrol,Automatic,1000,117.2,0.0,6.1,37480,5,2967599,593519
Skoda,Rapid,2015,25.1,Diesel,Manual,2800,230.8,0.0,5.4,77012,7,726765,388597
Honda,Jazz,2011,16.57,Hybrid,Manual,3500,265.5,43.1,5.5,195026,4,3922868,784573
Mahindra,XUV700,2003,13.62,Electric,Manual,2000,162.5,72.4,7.7,7252,4,1208994,241798
Honda,Amaze,2005,10.39,Electric,Automatic,2700,218.5,67.6,6.4,75615,4,3214263,642852
BMW,X1,2008,23.29,CNG,Automatic,2200,193.5,0.0,8.1,131627,4,2650600,536617
MG,Hector,2025,10.08,Hybrid,Automatic,3200,244.6,31.3,7.2,36841,5,3253993,3253993
Tata,Tiago,2007,13.53,Electric,Automatic,3000,227.5,25.5,5.3,103689,7,3008751,601750
Kia,Sonet,2003,23.27,Hybrid,Manual,1000,91.4,29.4,5.8,61862,6,450933,90186
BMW,X1,2004,19.19,Petrol,Manual,2600,231.0,0.0,6.9,104851,7,439729,87945
Mercedes,C-Class,2002,23.28,CNG,Manual,2400,187.8,0.0,7.1,187300,6,3647315,729463
Honda,Amaze,2022,11.97,Hybrid,Automatic,1500,130.6,56.8,5.5,177201,5,536084,443410
MG,Astor,2001,10.76,CNG,Manual,2700,230.0,0.0,9.6,97789,7,1660003,332000
Mahindra,Scorpio,2025,15.06,Diesel,Automatic,3800,289.8,0.0,8.2,23364,6,2678509,2678509
Mahindra,Scorpio,2015,21.32,CNG,Automatic,3600,290.6,0.0,8.8,143086,6,2050684,571787
Ford,Figo,2000,23.12,Diesel,Automatic,3500,272.5,0.0,9.1,101134,6,2257508,451501
Toyota,Glanza,2009,12.77,Diesel,Manual,1000,120.3,0.0,5.8,127489,4,2322787,756435
Mahindra,Bolero,2024,24.72,Electric,Manual,1600,146.9,63.1,7.3,92012,6,897909,838987
Nissan,Kicks,2009,29.71,CNG,Manual,3300,248.0,0.0,9.3,150184,4,1672530,334506
Mercedes,GLA,2005,24.0,Diesel,Automatic,3300,258.0,0.0,9.3,22464,7,3234447,1072229
Maruti,Dzire,2003,21.24,Petrol,Manual,3700,282.6,0.0,8.0,13274,7,2473222,494644
MG,Gloster,2014,26.95,Diesel,Manual,1500,133.2,0.0,7.5,100179,4,2924870,1138167
Renault,Duster,2007,21.93,CNG,Manual,3400,264.6,0.0,5.5,75091,7,3443404,688680
Hyundai,i10,2016,21.8,Diesel,Automatic,2200,198.0,0.0,6.5,110148,6,3895680,1796131
Honda,Jazz,2012,11.76,Diesel,Automatic,1500,128.2,0.0,7.8,171146,4,826926,340126
Ford,Figo,2000,20.3,Petrol,Automatic,1600,148.1,0.0,9.7,13799,4,1950613,390122
Nissan,Kicks,2001,18.98,Petrol,Automatic,2700,235.8,0.0,6.5,193260,6,2115605,517106
Maruti,WagonR,2018,28.38,Petrol,Manual,3400,279.6,0.0,9.3,26670,5,3561077,2706048
Hyundai,Creta,2022,12.16,Petrol,Automatic,1900,170.4,0.0,5.8,114434,5,1536514,1327725
Mercedes,A-Class,2013,12.45,Diesel,Manual,2100,172.4,0.0,6.5,68666,6,475366,302214
Nissan,Kicks,2022,13.24,Diesel,Manual,3300,265.6,0.0,9.3,8752,6,3017885,2338661
Skoda,Slavia,2002,24.25,Hybrid,Automatic,2200,186.6,42.0,5.6,197309,7,3606357,721271
Mahindra,Thar,2025,21.49,Electric,Automatic,1800,149.2,35.2,7.7,84763,4,3811518,3811518
Renault,Kwid,2024,23.14,Petrol,Manual,3600,264.2,0.0,9.3,38088,4,438338,413125
Skoda,Kushaq,2020,29.07,Electric,Manual,2100,169.5,56.9,8.6,20525,4,725719,557764
Nissan,Sunny,2016,13.56,Electric,Automatic,2000,159.4,46.1,7.5,174638,7,2756361,787237
Toyota,Yaris,2021,23.03,Petrol,Automatic,2700,233.3,0.0,9.7,41540,7,1345551,935417
BMW,X3,2003,15.94,Diesel,Automatic,1100,129.8,0.0,8.9,84491,4,3295644,659128
Tata,Tiago,2001,17.62,Hybrid,Automatic,800,73.6,48.2,7.1,85299,7,2814094,562818
Ford,Aspire,2014,12.2,Diesel,Manual,3500,278.7,0.0,5.4,172388,6,904226,426305
Renault,Triber,2022,19.34,Electric,Automatic,3100,251.3,52.5,9.9,162492,5,3053686,2643506
Nissan,Magnite,2002,22.53,Hybrid,Manual,1400,150.2,33.0,9.6,165674,7,3332332,666466
Skoda,Slavia,2007,19.64,CNG,Manual,3800,309.7,0.0,7.2,48372,4,2631562,837751
Hyundai,Verna,2016,10.2,Hybrid,Manual,2500,210.8,26.1,6.5,127823,4,2737473,873536
MG,Gloster,2018,19.31,Diesel,Manual,1300,134.3,0.0,7.9,158942,5,1250476,678268
Kia,Seltos,2014,10.18,Hybrid,Manual,2900,223.2,49.4,5.1,15493,5,3999485,799897
Nissan,Magnite,2011,25.46,Electric,Automatic,900,82.5,34.1,6.5,196597,6,1717457,343491
Mahindra,XUV700,2000,13.38,Hybrid,Automatic,1300,134.8,66.3,5.7,19771,4,1883355,376671
Tata,Harrier,2020,17.29,Hybrid,Manual,1500,122.9,69.1,5.0,124417,4,2937583,2492865
Toyota,Innova,2003,24.82,Hybrid,Manual,2200,205.7,45.8,5.4,84453,7,3345630,669126
Ford,Figo,2011,25.64,CNG,Automatic,1300,139.2,0.0,7.4,58473,4,1710378,494117
Honda,Amaze,2016,27.58,CNG,Manual,3800,288.1,0.0,10.0,103997,5,2908745,1681575
Maruti,WagonR,2008,17.0,CNG,Manual,3100,252.6,0.0,9.6,116322,5,2888178,577635
Toyota,Fortuner,2025,26.09,Diesel,Automatic,900,82.8,0.0,7.4,31196,5,897945,897945
Maruti,Dzire,2006,12.53,CNG,Manual,2800,211.7,0.0,6.6,10314,7,1272854,254570
Toyota,Yaris,2018,20.15,Hybrid,Automatic,3300,270.5,64.4,9.6,9194,5,477790,227353
Renault,Duster,2003,21.78,Hybrid,Manual,2900,234.2,79.9,6.9,42372,6,1285863,257172
Nissan,Sunny,2013,17.42,Petrol,Manual,1600,160.3,0.0,8.0,180287,5,432183,94693
Honda,Amaze,2012,24.54,Petrol,Automatic,1700,163.8,0.0,5.9,193928,6,2675215,535043
Maruti,Dzire,2016,24.99,Diesel,Automatic,2200,182.8,0.0,5.2,71776,7,1542394,898295
BMW,3 Series,2011,14.31,Electric,Manual,3700,303.4,36.5,5.3,63292,7,841144,458127
Mercedes,GLA,2009,27.07,Diesel,Manual,3800,284.2,0.0,6.6,192484,5,3630872,726174
Mercedes,GLA,2001,29.79,Electric,Automatic,4000,301.7,72.6,9.0,130372,4,1735067,347013
MG,Gloster,2021,26.08,Petrol,Manual,1100,115.3,0.0,7.7,162155,7,1766877,1524474
Honda,WRV,2023,17.53,Electric,Manual,3800,284.7,53.8,5.6,57349,7,469081,406725
Ford,Aspire,2020,16.81,Hybrid,Manual,3700,292.0,54.6,7.9,5869,6,892575,536624
Nissan,Kicks,2001,27.49,Electric,Automatic,1800,149.6,58.6,8.9,159740,5,3809220,761844
Maruti,Baleno,2007,12.96,Petrol,Automatic,900,114.7,0.0,8.8,58865,7,1569741,543576
Hyundai,i10,2011,28.52,Electric,Manual,1500,151.0,53.4,7.4,152274,7,2196259,439251
Maruti,Baleno,2000,26.18,Petrol,Automatic,3300,260.5,0.0,8.2,117864,6,3220453,644090
Maruti,Alto,2012,25.78,CNG,Automatic,1300,120.9,0.0,5.6,139140,7,3380860,1015932
Tata,Harrier,2009,27.95,Diesel,Manual,4000,305.1,0.0,5.7,194741,6,2430878,486175
Toyota,Glanza,2009,23.46,Electric,Manual,1400,114.4,66.3,7.6,75989,6,2088579,417715
Ford,Ecosport,2000,27.65,Electric,Automatic,2900,231.9,74.1,6.5,101681,4,1595896,319179
Mahindra,Thar,2000,13.74,Petrol,Manual,1700,163.3,0.0,8.9,47933,6,1146935,229387
Maruti,WagonR,2015,12.59,Diesel,Automatic,1900,150.2,0.0,9.5,29451,5,3850379,2510003
Nissan,Sunny,2005,18.19,CNG,Automatic,2100,162.6,0.0,5.7,89338,4,960328,192065
Honda,WRV,2019,23.03,Petrol,Automatic,800,102.0,0.0,8.7,178174,4,1981146,1292381
Mercedes,GLA,2000,19.69,Petrol,Manual,3800,282.0,0.0,9.4,38509,5,3135163,627032
Renault,Kwid,2001,12.99,Diesel,Manual,3500,267.9,0.0,7.7,131714,4,1787194,357438
Toyota,Innova,2025,25.87,Hybrid,Automatic,4000,323.3,46.5,10.0,107200,7,3408438,3408438
MG,Gloster,2004,11.57,Diesel,Automatic,2200,176.0,0.0,7.2,53838,5,2205205,441041
Mercedes,C-Class,2004,14.57,Diesel,Automatic,900,80.1,0.0,7.5,114769,6,2972510,594502
Nissan,Kicks,2010,14.92,CNG,Manual,2000,180.6,0.0,5.3,124264,6,3193946,1194126
Nissan,Kicks,2008,13.32,CNG,Automatic,4000,296.3,0.0,7.9,179403,6,2096958,419391
Tata,Altroz,2013,11.81,Electric,Automatic,3300,269.9,52.8,5.4,148131,7,2977490,1539665
Skoda,Kushaq,2025,14.91,Electric,Manual,1500,149.0,67.7,8.7,147816,5,2855930,2855930
Tata,Altroz,2025,14.93,CNG,Manual,1500,141.4,0.0,9.0,60780,4,1369889,1369889
Skoda,Rapid,2024,24.07,Diesel,Automatic,3300,247.5,0.0,10.0,15059,7,2773680,2634511
Mercedes,E-Class,2024,28.86,Hybrid,Automatic,1200,119.4,62.3,7.2,141496,6,1785390,1708577
Mercedes,E-Class,2018,16.69,Petrol,Manual,1000,111.5,0.0,9.1,146910,4,900308,694066
Honda,Amaze,2011,17.0,Hybrid,Automatic,2300,203.1,49.6,7.3,19713,7,2308278,879641
Kia,Seltos,2014,15.38,Electric,Automatic,3300,268.6,48.1,9.9,30859,6,2113962,1090202
Skoda,Rapid,2007,27.03,Hybrid,Automatic,3900,285.6,64.0,5.7,29995,4,2356412,471282
Renault,Kwid,2007,12.61,Electric,Manual,2800,225.2,37.6,5.9,55992,6,1257045,251409
MG,Gloster,2010,23.73,Hybrid,Manual,4000,305.0,26.0,8.7,5575,4,1899918,1035973
Tata,Harrier,2004,29.67,Hybrid,Automatic,800,99.5,53.0,5.5,61197,6,741048,148209
Mahindra,XUV700,2012,20.78,Electric,Automatic,2100,160.6,64.3,6.5,171960,4,2597725,610541
Skoda,Slavia,2019,18.25,Electric,Automatic,800,91.4,47.5,6.9,21290,7,1446786,841455
Toyota,Innova,2015,23.07,Electric,Automatic,3400,261.5,28.9,8.9,168125,7,1667874,1056571
MG,Hector,2011,13.1,Hybrid,Manual,900,115.0,31.9,8.1,115084,7,1807791,475878
Kia,Carens,2025,15.82,CNG,Automatic,1300,113.9,0.0,9.1,146897,7,3555886,3555886
Kia,Carens,2012,13.36,Diesel,Automatic,3200,244.1,0.0,6.6,175388,4,3626224,1719535
Ford,Ecosport,2002,28.31,Hybrid,Manual,3200,245.5,75.1,8.3,145875,5,1348011,269602
Honda,City,2001,16.72,Petrol,Manual,1500,121.9,0.0,6.6,115423,4,2860956,572191
Kia,Sonet,2018,13.37,Petrol,Automatic,800,94.6,0.0,6.8,62726,6,3366666,2257843
Mahindra,Scorpio,2011,29.91,Petrol,Automatic,2700,223.9,0.0,8.3,20017,5,1155134,544064
Nissan,Kicks,2006,12.61,CNG,Manual,3400,258.7,0.0,9.8,113698,6,449164,89832
Nissan,Sunny,2010,24.85,Petrol,Manual,3300,249.8,0.0,8.5,30558,7,2683871,1474969
Mercedes,C-Class,2007,22.91,Petrol,Manual,1400,133.5,0.0,6.5,133038,4,3428555,685711
Skoda,Rapid,2022,10.87,Petrol,Manual,3800,289.3,0.0,9.7,199623,5,1831497,1630854
BMW,X3,2014,11.35,Petrol,Manual,1100,111.6,0.0,6.9,113200,4,802570,430999
Nissan,Sunny,2021,22.33,Diesel,Manual,2000,175.4,0.0,6.0,116250,6,756172,576894
